ra,dec,phot_g_mean_mag
126852,-76741,90
129286,-76164,82
131322,-76827,84
135487,-76894,90
136602,-76800,85
137367,-76520,90
142206,-76505,87
145240,-76634,85
149085,-76773,89
149794,-76758,85
152206,-76671,84
153410,-76265,89
156533,-76452,84
156992,-76232,90
158166,-76907,88
158759,-76954,86
160868,-76581,85
162292,-76237,82
165491,-76053,86
167458,-76613,89
167716,-76111,86
169292,-76886,87
169378,-76452,87
170737,-76832,87
170779,-76007,88
171215,-76612,86
171350,-76453,90
171450,-76508,86
173315,-76559,85
174196,-76692,90
175914,-76691,90
176391,-76781,87
182296,-76638,89
182334,-76569,89
183475,-76022,85
186369,-76042,82
188022,-76261,84
188892,-76500,89
190630,-76283,87
196229,-76650,86
200019,-76419,82
202351,-76183,86
202502,-76573,81
202531,-76567,88
203061,-76007,90
205690,-76792,85
207455,-76237,89
207876,-76896,81
208833,-76271,81
209539,-76816,87
209785,-76785,88
210399,-76677,81
211728,-76072,90
215246,-76700,85
215441,-76562,85
215600,-76703,88
217784,-76500,87
218484,-76762,89
218662,-76389,83
218787,-76311,90
219175,-76195,89
219288,-76070,90
221596,-76560,83
222357,-76073,85
223167,-76452,83
225129,-76149,83
226836,-76717,89
226909,-76543,81
227348,-76280,89
228272,-76289,84
228441,-76090,81
232009,-76280,90
232647,-76332,83
233253,-76173,88
233376,-76485,89
233404,-76782,85
233600,-76230,83
234141,-76324,89
234455,-76701,83
238255,-76470,90
238442,-76509,88
238730,-76723,86
239775,-76618,88
241839,-76389,81
241941,-76128,85
243720,-76689,83
244116,-76055,85
244974,-76105,85
245594,-76476,89
245800,-76249,84
246673,-76096,82
246900,-76151,87
247918,-76355,84
254366,-76418,81
255282,-76389,85
255872,-76015,84
256082,-76921,87
256203,-76372,86
256510,-76882,85
258082,-76104,89
259015,-76351,86
259676,-76128,85
262626,-76130,87
263474,-76863,86
264033,-76875,88
266372,-76736,84
266754,-76685,83
266788,-76982,83
267522,-76601,89
269768,-76981,89
269964,-76345,85
271466,-76554,89
272052,-76720,90
273856,-76667,87
273858,-76667,90
276688,-76873,90
277033,-76770,90
279527,-76783,87
280045,-76895,88
280579,-76095,85
283263,-76523,90
285545,-76595,87
285713,-76643,89
285988,-76852,86
291593,-76367,85
294776,-76085,88
296369,-76998,87
299243,-76910,89
299352,-76799,84
299527,-76310,90
300320,-76643,85
302818,-76615,85
307404,-76722,90
308692,-76936,90
313377,-76509,87
313641,-76771,89
315247,-76043,84
318105,-76934,84
318874,-76223,89
319080,-76082,85
324320,-76516,89
326257,-76497,84
328575,-76269,88
329178,-76631,83
332883,-76046,87
333637,-76942,84
333756,-76937,90
334951,-76122,83
334979,-76495,83
342447,-76350,89
342744,-76790,88
345755,-76821,89
349278,-76933,87
351894,-76020,90
352023,-76966,90
352439,-76325,83
354906,-76232,86
354981,-76112,82
357880,-76353,82
4570,-75663,83
4570,-75220,88
6056,-75680,82
8214,-75885,86
8442,-75706,89
8531,-75421,82
8633,-75589,89
9695,-75152,89
10341,-75813,85
14139,-75406,89
14921,-75814,87
15092,-75317,90
15552,-75800,88
18304,-75104,88
18999,-75964,86
22640,-75232,87
23392,-75208,86
23651,-75697,85
25325,-75664,81
26460,-75889,90
27374,-75242,83
27938,-75991,84
28713,-75115,83
29268,-75324,88
30081,-75563,88
31371,-75533,89
33587,-75378,84
34829,-75745,86
35736,-75770,90
37394,-75816,83
38436,-75081,89
40475,-75238,88
42043,-75378,88
43193,-75683,88
43399,-75434,84
43581,-75832,87
43882,-75019,89
45393,-75288,82
46342,-75696,82
46555,-75097,88
47632,-75711,83
47785,-75233,86
47917,-75436,83
53247,-75132,86
57191,-75701,88
58795,-75164,90
59878,-75661,89
60221,-75603,85
60794,-75160,90
64061,-75344,84
64753,-75718,82
65132,-75398,89
65311,-75728,89
67341,-75626,89
67983,-75681,81
71809,-75077,84
76065,-75023,85
78114,-75145,89
80587,-75010,84
81095,-75620,88
83249,-75237,81
86359,-75767,83
87225,-75018,90
88391,-75344,82
88725,-75458,82
89725,-75159,82
91466,-75884,82
93160,-75787,83
93177,-75929,87
93212,-75958,86
93751,-75174,88
98710,-75219,90
98875,-75821,89
98960,-75794,90
99807,-75509,89
100958,-75582,90
104642,-75415,83
104987,-75207,90
105349,-75621,83
109368,-75681,88
110421,-75948,87
110441,-75352,88
111931,-75091,89
112175,-75408,86
112942,-75528,86
113581,-75073,89
113900,-75111,85
114473,-75421,85
117529,-75592,83
120089,-75504,90
124216,-75174,85
124916,-75427,90
125664,-75090,86
128938,-75355,86
129854,-75721,82
130713,-75677,84
131340,-75675,84
131472,-75896,86
132247,-75059,84
132566,-75659,85
137722,-75199,84
138416,-75959,85
138644,-75295,85
140216,-75298,85
140337,-75706,88
140988,-75952,89
145469,-75664,86
145640,-75926,88
146193,-75899,90
146956,-75012,82
150639,-75182,90
152340,-75549,82
152727,-75527,90
153990,-75730,89
154503,-75808,89
154514,-75477,88
154879,-75599,90
156117,-75971,90
158827,-75070,89
160384,-75242,86
162503,-75357,83
164502,-75601,87
166284,-75885,84
168228,-75870,86
168510,-75426,90
169162,-75222,85
169683,-75416,82
169789,-75483,87
171254,-75960,90
171817,-75934,84
176645,-75110,86
177545,-75639,89
179455,-75377,83
182860,-75597,88
183351,-75236,85
183418,-75136,88
185839,-75231,89
191195,-75869,81
191225,-75057,89
192224,-75323,84
192330,-75014,88
192562,-75095,90
194330,-75640,85
194475,-75323,85
196397,-75016,89
199721,-75992,88
200558,-75226,87
200793,-75511,88
201208,-75781,90
202021,-75877,90
202665,-75626,87
203284,-75175,84
204758,-75007,89
205525,-75356,88
206746,-75161,84
207097,-75795,87
207381,-75598,88
207747,-75582,86
208008,-75453,86
208098,-75034,87
208122,-75259,89
208287,-75101,88
209275,-75505,89
210703,-75697,89
211966,-75783,81
212257,-75599,88
213307,-75202,88
213422,-75116,88
213901,-75979,85
214119,-75775,89
215099,-75337,85
215224,-75115,87
219416,-75550,83
220043,-75482,81
221281,-75513,89
221351,-75227,88
222794,-75529,88
224684,-75548,88
224948,-75790,81
226023,-75512,88
226064,-75867,82
226335,-75644,87
230556,-75578,83
231001,-75212,87
231006,-75213,89
231087,-75063,90
231518,-75947,81
231616,-75271,87
231698,-75718,90
233517,-75495,86
233543,-75969,87
233753,-75627,89
233895,-75326,84
234708,-75567,89
236048,-75804,89
238500,-75405,89
238648,-75674,90
238753,-75485,82
239675,-75659,88
241499,-75803,85
241604,-75221,89
243012,-75062,82
243048,-75011,83
244245,-75903,81
245325,-75097,86
245806,-75515,83
246508,-75967,84
246777,-75799,86
248210,-75718,85
248952,-75505,87
249922,-75688,85
250482,-75120,85
251312,-75477,86
251505,-75188,90
252793,-75635,87
254829,-75807,84
255447,-75991,84
256873,-75848,88
257303,-75993,88
257567,-75378,90
257967,-75098,89
258403,-75411,87
258562,-75281,87
258892,-75482,85
259889,-75063,87
261180,-75042,83
261300,-75999,85
262309,-75845,88
264127,-75855,90
264875,-75597,90
266009,-75682,88
270924,-75126,85
272644,-75192,88
277194,-75014,90
279750,-75766,89
281471,-75888,90
281504,-75931,88
283567,-75817,84
283853,-75836,87
284108,-75848,83
287685,-75675,82
288989,-75710,89
289285,-75567,89
291862,-75663,86
292009,-75789,90
292939,-75658,86
293283,-75212,86
293365,-75212,83
293449,-75253,84
294467,-75407,83
297615,-75084,86
297657,-75835,90
300708,-75349,81
302287,-75366,89
303514,-75868,83
305098,-75577,82
305798,-75553,83
307803,-75260,86
309866,-75163,90
312567,-75038,83
312852,-75637,89
313056,-75313,90
315350,-75425,83
317100,-75980,86
317101,-75981,82
317532,-75375,89
318900,-75306,89
319111,-75901,89
319238,-75790,89
319346,-75032,81
320869,-75660,88
322181,-75017,90
322982,-75264,88
323396,-75413,82
336023,-75411,89
336046,-75792,87
336486,-75015,84
340165,-75090,85
342931,-75246,87
344320,-75740,87
345293,-75473,85
346277,-75761,89
347301,-75898,82
348256,-75657,88
349050,-75523,89
352368,-75944,88
353485,-75598,89
358463,-75634,90
2288,-74422,89
3125,-74084,88
3472,-74689,87
5256,-74880,89
6353,-74404,85
7779,-74167,88
8966,-74870,81
10399,-74177,87
13007,-74870,85
18344,-74277,84
18557,-74629,87
19489,-74153,85
22872,-74611,85
23651,-74674,87
23777,-74924,89
28309,-74627,89
32971,-74087,84
37113,-74506,89
38823,-74498,81
39148,-74380,89
39662,-74711,85
39802,-74828,88
41230,-74830,89
42768,-74963,86
42873,-74405,86
43104,-74781,84
43716,-74905,90
46878,-74508,89
47292,-74715,83
47704,-74073,89
50984,-74982,82
52695,-74399,86
53434,-74036,89
58237,-74043,85
64149,-74287,90
68887,-74371,82
71173,-74323,89
71833,-74612,85
72144,-74113,87
74397,-74379,90
76095,-74921,81
77178,-74847,85
79577,-74062,89
81789,-74755,90
85547,-74567,90
85577,-74486,90
85738,-74897,88
86538,-74049,90
88011,-74737,89
96505,-74241,86
99272,-74796,87
99372,-74306,87
100369,-74674,87
102419,-74557,88
103699,-74284,90
105259,-74017,84
105872,-74487,90
107071,-74030,89
108277,-74138,87
108344,-74054,89
108363,-74158,88
109955,-74140,83
112092,-74750,86
112714,-74930,83
114925,-74873,84
115521,-74948,87
115931,-74254,85
116711,-74090,81
117365,-74858,90
117412,-74637,88
120319,-74208,81
120742,-74128,83
121347,-74410,90
121732,-74323,89
121822,-74182,90
122124,-74522,84
122889,-74999,82
123909,-74229,88
123969,-74454,87
125275,-74741,87
126046,-74594,81
126308,-74831,84
127128,-74955,88
127308,-74372,89
131642,-74464,82
132749,-74084,84
133661,-74043,83
134699,-74499,86
135507,-74188,81
135833,-74332,89
135944,-74110,81
136364,-74725,83
136630,-74754,85
136631,-74754,83
137947,-74614,88
138060,-74859,81
138525,-74847,83
139870,-74661,86
140160,-74237,89
140379,-74831,83
141188,-74425,89
142730,-74770,81
142749,-74153,81
142849,-74155,85
144174,-74787,84
145919,-74537,82
146181,-74850,85
146245,-74565,86
148101,-74081,84
149171,-74166,89
151673,-74624,90
151785,-74834,86
152857,-74460,84
153184,-74847,82
153510,-74380,82
154218,-74427,84
154369,-74449,90
154992,-74995,89
158631,-74855,84
158874,-74600,81
160244,-74020,88
161385,-74822,84
161477,-74593,90
162249,-74820,88
162908,-74445,88
164608,-74753,81
165867,-74680,89
166056,-74641,83
166200,-74066,88
169565,-74174,85
169872,-74006,83
170260,-74465,85
170751,-74277,90
171881,-74227,90
172075,-74719,90
172336,-74524,82
173365,-74814,89
175029,-74856,88
176327,-74874,84
176339,-74242,87
178340,-74540,89
179695,-74610,89
180427,-74120,90
180653,-74778,83
181731,-74319,89
182986,-74758,81
183029,-74939,81
189868,-74681,86
189968,-74260,87
190418,-74868,84
190477,-74222,88
192552,-74361,89
193053,-74203,87
193108,-74752,90
193839,-74298,83
194723,-74287,90
198401,-74022,86
198724,-74625,90
199584,-74677,85
199737,-74841,81
200245,-74629,89
201536,-74327,85
201693,-74189,84
202426,-74905,82
202852,-74800,81
203105,-74610,82
203807,-74791,89
205047,-74079,86
205110,-74985,85
206119,-74593,87
207418,-74910,86
208327,-74283,90
208390,-74414,81
208505,-74001,86
209196,-74584,87
209899,-74698,89
211809,-74490,84
212309,-74712,86
212529,-74443,84
212804,-74137,88
216768,-74417,83
218220,-74715,90
218809,-74301,89
219734,-74896,88
220679,-74312,83
220695,-74045,88
220747,-74120,88
221033,-74988,85
223563,-74521,90
223732,-74800,84
224018,-74423,86
224028,-74605,83
225126,-74244,82
226464,-74595,83
226717,-74224,87
227687,-74406,86
229476,-74577,83
229609,-74154,82
230105,-74009,84
230808,-74478,89
230896,-74090,88
230960,-74188,85
232659,-74008,86
232659,-74007,86
232758,-74124,89
233292,-74349,87
234143,-74356,89
234144,-74354,89
234960,-74428,87
237179,-74348,90
237415,-74986,88
239019,-74999,86
240705,-74562,83
241489,-74604,88
242115,-74309,88
242123,-74171,85
242910,-74754,82
244211,-74149,90
246131,-74868,82
246676,-74345,88
247587,-74068,86
247653,-74325,90
248394,-74763,90
249811,-74540,90
250334,-74438,84
250462,-74842,83
250586,-74304,87
252415,-74793,90
253075,-74996,85
253529,-74499,86
254190,-74646,85
254365,-74962,90
255459,-74941,90
257468,-74786,88
257687,-74410,88
258727,-74572,90
258812,-74789,90
259393,-74260,90
259882,-74886,85
260223,-74357,87
261545,-74495,87
262164,-74357,86
262571,-74908,81
263527,-74537,85
266291,-74980,89
266609,-74854,89
267991,-74435,87
269576,-74556,88
270770,-74312,82
271654,-74073,89
271689,-74617,90
273219,-74287,81
273487,-74310,83
274322,-74994,89
274438,-74758,90
275290,-74673,87
275354,-74375,85
275455,-74092,89
278733,-74350,86
279035,-74256,82
279400,-74378,90
280030,-74090,89
280979,-74655,83
281058,-74742,85
285429,-74082,87
286026,-74585,86
286433,-74029,89
289458,-74325,83
290185,-74780,83
291022,-74572,90
293019,-74982,88
294335,-74228,81
296768,-74910,87
297243,-74127,82
300932,-74189,88
302751,-74786,87
304454,-74998,84
306478,-74374,90
306491,-74318,89
308150,-74641,87
308497,-74792,86
312119,-74308,85
312250,-74277,90
314924,-74443,81
316624,-74173,90
318875,-74413,90
319556,-74409,90
319815,-74704,89
322638,-74191,89
324477,-74994,82
324813,-74482,82
325897,-74005,90
329241,-74889,89
329726,-74449,88
330528,-74499,84
330765,-74448,87
331812,-74086,89
333698,-74995,86
334353,-74950,85
335233,-74253,86
336425,-74721,88
338388,-74789,89
338393,-74665,89
341449,-74774,88
345479,-74714,87
346506,-74766,88
348776,-74184,90
350508,-74166,84
353342,-74856,86
353607,-74558,83
356308,-74639,82
359290,-74301,82
359760,-74056,86
1143,-73853,88
1807,-73936,82
5177,-73977,88
5645,-73033,84
6511,-73631,85
10003,-73762,84
10483,-73681,87
10894,-73737,83
11060,-73835,88
13423,-73869,84
14058,-73826,90
14201,-73068,84
15995,-73462,83
17028,-73013,89
20317,-73034,81
21963,-73270,84
24755,-73163,89
27602,-73770,85
28764,-73410,85
28883,-73362,89
28910,-73844,86
29173,-73264,89
30284,-73754,85
31850,-73408,85
35314,-73342,81
37424,-73259,89
39468,-73794,90
43575,-73453,82
45785,-73169,88
46674,-73521,88
49630,-73064,82
49988,-73292,90
50802,-73245,88
50938,-73343,82
51056,-73492,88
51549,-73415,88
51717,-73133,81
51906,-73439,82
52067,-73550,81
54099,-73395,82
55296,-73929,83
55635,-73326,90
58345,-73949,89
58998,-73555,89
61435,-73281,89
63476,-73460,83
63608,-73645,85
70402,-73532,88
73853,-73762,85
76489,-73593,81
89289,-73594,89
92298,-73598,82
93800,-73453,85
93976,-73216,84
94902,-73087,85
95658,-73345,88
96421,-73867,85
96557,-73505,84
97312,-73590,89
100497,-73021,87
106444,-73219,89
109831,-73919,90
110723,-73928,87
112440,-73379,89
113270,-73062,81
114327,-73711,89
114480,-73512,90
114606,-73172,83
116251,-73842,89
119480,-73473,89
119773,-73292,88
119896,-73272,87
122003,-73480,89
123094,-73182,87
124039,-73150,89
124135,-73018,88
125696,-73143,84
126377,-73861,89
127133,-73154,87
130420,-73199,90
131196,-73708,90
134447,-73040,84
134748,-73221,83
135100,-73828,85
135727,-73670,90
135734,-73295,90
138208,-73998,90
139362,-73036,81
141084,-73040,81
141616,-73749,87
141865,-73496,82
142474,-73649,83
143500,-73503,83
145435,-73566,86
145969,-73305,86
146169,-73108,84
147239,-73898,88
148092,-73475,90
149168,-73091,89
153390,-73334,88
157715,-73356,84
159415,-73579,90
159801,-73560,86
159949,-73190,85
162116,-73390,84
162991,-73144,81
163108,-73186,90
163122,-73735,88
163823,-73477,87
164278,-73918,90
164501,-73093,87
164584,-73402,83
165603,-73461,83
166278,-73240,90
167621,-73660,87
170302,-73762,86
170482,-73519,84
171501,-73821,90
171627,-73488,81
172483,-73375,83
172747,-73469,89
173491,-73222,88
174828,-73813,89
175716,-73420,90
176082,-73304,87
176539,-73604,81
177083,-73480,85
177662,-73535,83
178450,-73427,90
180515,-73491,82
181704,-73072,83
182002,-73245,88
183293,-73645,81
183359,-73911,83
183456,-73960,88
183810,-73061,83
184277,-73534,86
185194,-73400,90
185968,-73684,83
186011,-73127,86
188167,-73656,82
188510,-73499,89
188876,-73482,85
189696,-73006,88
190826,-73347,87
190926,-73126,90
191348,-73797,82
191730,-73654,88
192323,-73389,88
193846,-73370,88
194299,-73691,88
194469,-73876,81
196311,-73541,90
197775,-73201,82
198093,-73618,84
198573,-73883,88
198683,-73479,85
199367,-73209,90
199852,-73817,81
200278,-73274,81
200883,-73794,83
201758,-73352,89
207085,-73563,90
208149,-73102,87
209578,-73639,81
210187,-73473,87
211770,-73826,87
213487,-73110,88
213523,-73709,84
214016,-73723,90
215399,-73935,81
215431,-73314,87
215481,-73360,85
215661,-73556,82
215662,-73556,87
219291,-73817,88
219782,-73948,86
220099,-73652,88
220260,-73825,86
223520,-73937,90
224046,-73525,89
224072,-73650,89
224219,-73904,90
224783,-73164,86
225116,-73270,87
225133,-73672,84
225231,-73794,84
226009,-73041,84
226289,-73870,83
226705,-73066,87
227749,-73870,85
227882,-73153,84
229295,-73679,87
231865,-73845,90
232273,-73461,89
232597,-73558,90
234555,-73132,84
235103,-73471,87
235555,-73188,90
235660,-73655,85
237626,-73995,84
238111,-73602,85
238185,-73336,82
238557,-73453,85
239988,-73176,86
240249,-73614,88
240747,-73588,83
241483,-73914,86
242352,-73975,82
243866,-73461,88
244587,-73554,83
245138,-73348,88
246306,-73622,82
246372,-73526,85
246947,-73087,85
247625,-73450,90
249010,-73486,86
249306,-73553,90
250452,-73433,86
252514,-73846,87
253794,-73115,82
254590,-73587,88
254978,-73423,83
255557,-73715,86
257589,-73584,90
257643,-73431,89
257742,-73992,85
257899,-73233,88
257977,-73879,82
258202,-73530,85
258417,-73895,84
259052,-73656,87
259094,-73072,86
259579,-73159,90
259654,-73905,88
261243,-73345,89
261327,-73072,90
261561,-73151,87
262411,-73150,85
262809,-73163,83
263600,-73449,87
264212,-73747,86
264422,-73651,87
264598,-73053,88
264685,-73213,90
265051,-73710,85
265913,-73606,86
265998,-73065,86
266925,-73971,84
267293,-73124,85
268978,-73774,84
269140,-73046,85
269767,-73649,88
269913,-73655,90
270301,-73680,89
270768,-73659,88
271867,-73097,87
272815,-73206,90
273138,-73674,88
275142,-73818,88
275543,-73608,89
275669,-73130,90
275693,-73414,90
276260,-73545,83
276543,-73086,82
277619,-73317,89
278174,-73125,87
279339,-73145,84
279971,-73633,89
280956,-73208,89
282292,-73354,86
282956,-73148,82
283009,-73071,86
289197,-73922,89
292772,-73144,90
292778,-73799,82
295780,-73250,88
296892,-73945,88
299041,-73546,84
303452,-73926,86
304617,-73542,89
304921,-73227,86
305029,-73451,86
305942,-73062,85
307514,-73081,87
307948,-73072,89
313703,-73068,81
315850,-73047,84
315968,-73753,88
316639,-73791,87
318810,-73704,84
319828,-73299,89
320462,-73856,84
321944,-73203,87
322333,-73078,86
327931,-73170,89
328339,-73726,85
328351,-73007,89
328460,-73646,86
328561,-73921,84
328671,-73622,86
329969,-73892,87
333550,-73410,83
337204,-73552,85
337989,-73691,90
342765,-73308,87
343789,-73070,86
344209,-73961,89
348528,-73150,81
348627,-73314,87
348975,-73876,85
350478,-73707,88
351093,-73365,90
352113,-73279,88
355391,-73781,86
357806,-73703,89
357927,-73189,84
358261,-73930,82
358635,-73953,88
358647,-73128,88
359607,-73188,89
359883,-73974,84
188,-72318,85
381,-72606,82
2867,-72243,87
2906,-72276,87
6260,-72618,87
9045,-72847,84
9752,-72283,84
11618,-72596,84
12452,-72131,85
16088,-72253,82
21292,-72054,87
21650,-72749,87
23937,-72739,86
23989,-72832,86
27024,-72617,90
28414,-72252,82
28523,-72024,81
29562,-72627,85
31408,-72757,86
32498,-72495,82
35065,-72940,86
35593,-72730,90
36795,-72771,83
37230,-72532,88
38074,-72181,88
38248,-72687,85
38349,-72672,82
39247,-72682,83
39579,-72866,81
40602,-72808,88
41669,-72932,84
43120,-72205,90
44488,-72545,86
46722,-72302,89
46909,-72322,82
47257,-72015,85
48227,-72095,86
48270,-72237,88
49595,-72841,89
52565,-72981,90
55927,-72609,82
59512,-72085,87
63726,-72448,84
67494,-72275,83
67723,-72387,83
70963,-72136,82
74712,-72125,87
75141,-72456,89
76393,-72106,88
76581,-72880,90
77380,-72334,86
77551,-72077,86
77555,-72077,83
78508,-72038,87
78871,-72398,82
78960,-72084,90
82160,-72752,90
83077,-72832,83
83891,-72906,89
84980,-72474,82
85169,-72051,86
85232,-72275,85
86192,-72663,82
88087,-72342,90
